T	dT	f	X	dX	Y	dY	A	dA	phi	dphi
8,109E+1	1,136E-1	2,732E+2	-2,937E-6	2,181E-7	1,906E-5	2,403E-7	1,929E-5	3,245E-7	1,724E+0	1,298E-1
8,109E+1	1,136E-1	2,735E+2	-2,588E-6	3,465E-7	1,991E-5	2,363E-7	2,007E-5	4,194E-7	1,700E+0	2,285E-1
8,109E+1	1,136E-1	2,738E+2	-2,840E-6	2,804E-7	2,172E-5	3,132E-7	2,190E-5	4,204E-7	1,701E+0	1,697E-1
8,109E+1	1,136E-1	2,740E+2	-3,135E-6	2,810E-7	2,279E-5	3,680E-7	2,300E-5	4,631E-7	1,708E+0	1,555E-1
8,109E+1	1,136E-1	2,742E+2	-2,370E-6	2,957E-7	2,278E-5	3,812E-7	2,291E-5	4,825E-7	1,674E+0	2,108E-1
8,109E+1	1,136E-1	2,745E+2	-1,760E-6	2,990E-7	2,511E-5	3,970E-7	2,517E-5	4,970E-7	1,641E+0	2,800E-1
8,109E+1	1,136E-1	2,748E+2	-1,498E-6	3,111E-7	2,759E-5	2,811E-7	2,763E-5	4,193E-7	1,625E+0	3,380E-1
8,109E+1	1,136E-1	2,750E+2	-1,653E-6	3,948E-7	2,876E-5	3,131E-7	2,880E-5	5,039E-7	1,628E+0	3,894E-1
8,109E+1	1,136E-1	2,752E+2	-1,548E-6	3,671E-7	3,083E-5	3,973E-7	3,087E-5	5,410E-7	1,621E+0	3,851E-1
8,109E+1	1,136E-1	2,755E+2	-8,250E-8	4,375E-7	3,325E-5	4,525E-7	3,325E-5	6,295E-7	1,573E+0	8,344E+0
8,109E+1	1,136E-1	2,758E+2	1,700E-6	3,663E-7	3,736E-5	6,159E-7	3,740E-5	7,167E-7	1,525E+0	3,297E-1
8,109E+1	1,136E-1	2,760E+2	3,345E-6	5,091E-7	3,943E-5	4,444E-7	3,957E-5	6,758E-7	1,486E+0	2,268E-1
8,109E+1	1,136E-1	2,762E+2	5,133E-6	6,966E-7	4,425E-5	6,538E-7	4,454E-5	9,553E-7	1,455E+0	1,987E-1
8,109E+1	1,136E-1	2,765E+2	1,002E-5	6,617E-7	4,713E-5	7,662E-7	4,818E-5	1,012E-6	1,361E+0	9,256E-2
8,109E+1	1,136E-1	2,768E+2	1,433E-5	7,343E-7	5,139E-5	6,313E-7	5,335E-5	9,684E-7	1,299E+0	6,841E-2
8,109E+1	1,136E-1	2,770E+2	2,360E-5	7,037E-7	5,631E-5	9,313E-7	6,105E-5	1,167E-6	1,174E+0	4,003E-2
8,109E+1	1,136E-1	2,772E+2	3,386E-5	9,681E-7	5,915E-5	5,649E-7	6,815E-5	1,121E-6	1,051E+0	3,168E-2
8,109E+1	1,136E-1	2,775E+2	4,275E-5	1,301E-6	6,055E-5	4,712E-7	7,412E-5	1,383E-6	9,561E-1	3,002E-2
8,109E+1	1,136E-1	2,778E+2	6,056E-5	1,273E-6	5,451E-5	1,316E-6	8,148E-5	1,831E-6	7,328E-1	2,346E-2
8,109E+1	1,136E-1	2,780E+2	7,466E-5	1,446E-6	4,181E-5	1,038E-6	8,557E-5	1,780E-6	5,104E-1	1,608E-2
8,109E+1	1,136E-1	2,782E+2	8,113E-5	7,221E-7	2,564E-5	1,258E-6	8,508E-5	1,451E-6	3,061E-1	1,527E-2
8,109E+1	1,136E-1	2,785E+2	8,229E-5	9,367E-7	6,598E-6	1,187E-6	8,256E-5	1,512E-6	8,000E-2	1,443E-2
8,109E+1	1,136E-1	2,788E+2	7,590E-5	8,651E-7	-8,693E-6	9,217E-7	7,639E-5	1,264E-6	-1,140E-1	-1,216E-2
8,109E+1	1,136E-1	2,790E+2	6,829E-5	1,148E-6	-1,799E-5	5,702E-7	7,062E-5	1,282E-6	-2,577E-1	-9,243E-3
8,109E+1	1,136E-1	2,792E+2	5,821E-5	8,310E-7	-2,610E-5	8,668E-7	6,379E-5	1,201E-6	-4,215E-1	-1,524E-2
8,109E+1	1,136E-1	2,795E+2	4,905E-5	8,674E-7	-2,777E-5	7,717E-7	5,637E-5	1,161E-6	-5,152E-1	-1,697E-2
8,109E+1	1,136E-1	2,798E+2	4,149E-5	1,149E-6	-2,730E-5	9,785E-7	4,966E-5	1,509E-6	-5,820E-1	-2,636E-2
8,109E+1	1,136E-1	2,800E+2	3,510E-5	9,651E-7	-2,696E-5	6,191E-7	4,426E-5	1,147E-6	-6,550E-1	-2,346E-2
8,109E+1	1,136E-1	2,802E+2	2,995E-5	5,454E-7	-2,610E-5	6,218E-7	3,973E-5	8,271E-7	-7,170E-1	-2,150E-2
8,109E+1	1,136E-1	2,805E+2	2,713E-5	5,793E-7	-2,526E-5	5,155E-7	3,707E-5	7,755E-7	-7,499E-1	-2,215E-2
8,109E+1	1,136E-1	2,808E+2	2,505E-5	5,355E-7	-2,376E-5	4,860E-7	3,453E-5	7,231E-7	-7,590E-1	-2,245E-2
8,109E+1	1,136E-1	2,810E+2	2,195E-5	5,429E-7	-2,312E-5	6,518E-7	3,188E-5	8,483E-7	-8,114E-1	-3,043E-2
8,109E+1	1,136E-1	2,812E+2	1,960E-5	6,806E-7	-2,191E-5	7,785E-7	2,940E-5	1,034E-6	-8,409E-1	-4,177E-2
8,109E+1	1,136E-1	2,815E+2	1,712E-5	5,028E-7	-2,109E-5	6,397E-7	2,717E-5	8,136E-7	-8,890E-1	-3,753E-2
8,109E+1	1,136E-1	2,818E+2	1,568E-5	5,644E-7	-2,011E-5	3,759E-7	2,550E-5	6,781E-7	-9,086E-1	-3,686E-2
8,109E+1	1,136E-1	2,820E+2	1,501E-5	5,684E-7	-1,916E-5	5,489E-7	2,434E-5	7,902E-7	-9,063E-1	-4,304E-2
8,109E+1	1,136E-1	2,822E+2	1,234E-5	3,833E-7	-1,866E-5	3,424E-7	2,237E-5	5,140E-7	-9,865E-1	-3,559E-2
8,109E+1	1,136E-1	2,825E+2	1,206E-5	4,704E-7	-1,735E-5	4,743E-7	2,113E-5	6,680E-7	-9,636E-1	-4,590E-2
8,109E+1	1,136E-1	2,828E+2	1,129E-5	3,486E-7	-1,709E-5	4,138E-7	2,049E-5	5,411E-7	-9,869E-1	-3,871E-2
8,109E+1	1,136E-1	2,830E+2	1,078E-5	3,646E-7	-1,595E-5	4,475E-7	1,925E-5	5,772E-7	-9,764E-1	-4,290E-2
8,109E+1	1,136E-1	2,832E+2	1,018E-5	4,133E-7	-1,535E-5	3,525E-7	1,842E-5	5,432E-7	-9,850E-1	-4,594E-2
8,109E+1	1,136E-1	2,835E+2	9,500E-6	2,946E-7	-1,423E-5	3,299E-7	1,711E-5	4,423E-7	-9,820E-1	-3,803E-2
8,109E+1	1,136E-1	2,838E+2	8,388E-6	3,312E-7	-1,396E-5	3,887E-7	1,628E-5	5,107E-7	-1,030E+0	-4,976E-2
8,109E+1	1,136E-1	2,840E+2	7,457E-6	3,554E-7	-1,382E-5	3,919E-7	1,570E-5	5,290E-7	-1,076E+0	-5,966E-2
8,109E+1	1,136E-1	2,842E+2	8,460E-6	3,581E-7	-1,324E-5	4,157E-7	1,571E-5	5,487E-7	-1,002E+0	-5,281E-2
8,109E+1	1,136E-1	2,845E+2	7,695E-6	3,455E-7	-1,267E-5	3,532E-7	1,483E-5	4,941E-7	-1,025E+0	-5,417E-2
8,109E+1	1,136E-1	2,848E+2	7,265E-6	2,945E-7	-1,202E-5	3,069E-7	1,404E-5	4,254E-7	-1,027E+0	-4,921E-2
8,109E+1	1,136E-1	2,850E+2	7,048E-6	2,628E-7	-1,145E-5	3,580E-7	1,345E-5	4,441E-7	-1,019E+0	-4,959E-2
8,109E+1	1,136E-1	2,852E+2	6,945E-6	2,347E-7	-1,148E-5	3,220E-7	1,342E-5	3,985E-7	-1,027E+0	-4,510E-2
8,109E+1	1,136E-1	2,855E+2	6,525E-6	3,688E-7	-1,080E-5	3,234E-7	1,261E-5	4,905E-7	-1,027E+0	-6,570E-2
8,109E+1	1,136E-1	2,858E+2	5,625E-6	3,296E-7	-1,118E-5	3,031E-7	1,252E-5	4,478E-7	-1,105E+0	-7,133E-2
8,109E+1	1,136E-1	2,860E+2	5,880E-6	3,504E-7	-1,018E-5	3,079E-7	1,176E-5	4,665E-7	-1,047E+0	-6,997E-2
8,109E+1	1,136E-1	2,862E+2	5,925E-6	3,619E-7	-1,048E-5	2,503E-7	1,204E-5	4,400E-7	-1,056E+0	-6,927E-2
8,109E+1	1,136E-1	2,865E+2	5,325E-6	2,368E-7	-9,873E-6	2,475E-7	1,122E-5	3,426E-7	-1,076E+0	-5,494E-2
8,109E+1	1,136E-1	2,868E+2	4,980E-6	2,966E-7	-9,880E-6	2,720E-7	1,106E-5	4,025E-7	-1,104E+0	-7,243E-2
8,109E+1	1,136E-1	2,870E+2	5,187E-6	1,734E-7	-9,547E-6	2,671E-7	1,087E-5	3,185E-7	-1,073E+0	-4,677E-2
8,109E+1	1,136E-1	2,872E+2	5,012E-6	3,374E-7	-8,888E-6	3,071E-7	1,020E-5	4,563E-7	-1,057E+0	-8,000E-2
8,109E+1	1,136E-1	2,875E+2	4,265E-6	2,535E-7	-8,010E-6	3,868E-7	9,075E-6	4,625E-7	-1,082E+0	-8,283E-2
8,109E+1	1,136E-1	2,878E+2	4,577E-6	3,361E-7	-8,847E-6	2,652E-7	9,962E-6	4,281E-7	-1,093E+0	-8,671E-2
8,109E+1	1,136E-1	2,880E+2	4,623E-6	3,946E-7	-9,305E-6	2,875E-7	1,039E-5	4,883E-7	-1,110E+0	-1,008E-1
8,109E+1	1,136E-1	2,882E+2	4,470E-6	3,306E-7	-8,930E-6	2,377E-7	9,986E-6	4,072E-7	-1,107E+0	-8,699E-2
8,109E+1	1,136E-1	2,885E+2	4,227E-6	3,645E-7	-7,995E-6	3,640E-7	9,044E-6	5,151E-7	-1,084E+0	-1,057E-1
8,109E+1	1,136E-1	2,888E+2	3,645E-6	3,752E-7	-7,660E-6	2,532E-7	8,483E-6	4,526E-7	-1,127E+0	-1,218E-1
8,109E+1	1,136E-1	2,890E+2	3,760E-6	3,681E-7	-8,068E-6	3,136E-7	8,901E-6	4,836E-7	-1,135E+0	-1,195E-1
8,109E+1	1,136E-1	2,892E+2	3,550E-6	2,607E-7	-8,117E-6	3,447E-7	8,860E-6	4,322E-7	-1,159E+0	-9,829E-2
8,109E+1	1,136E-1	2,895E+2	3,660E-6	3,544E-7	-7,383E-6	3,380E-7	8,240E-6	4,897E-7	-1,111E+0	-1,190E-1
8,109E+1	1,136E-1	2,898E+2	2,340E-6	4,825E-7	-7,330E-6	3,306E-7	7,694E-6	5,849E-7	-1,262E+0	-2,663E-1
8,109E+1	1,136E-1	2,900E+2	3,887E-6	3,536E-7	-7,205E-6	3,405E-7	8,187E-6	4,909E-7	-1,076E+0	-1,103E-1
8,109E+1	1,136E-1	2,902E+2	3,360E-6	4,584E-7	-6,543E-6	3,910E-7	7,355E-6	6,025E-7	-1,096E+0	-1,633E-1
8,109E+1	1,136E-1	2,905E+2	3,208E-6	4,161E-7	-6,873E-6	3,878E-7	7,584E-6	5,688E-7	-1,134E+0	-1,604E-1
8,109E+1	1,136E-1	2,908E+2	3,695E-6	4,681E-7	-6,690E-6	4,521E-7	7,643E-6	6,508E-7	-1,066E+0	-1,531E-1
8,109E+1	1,136E-1	2,910E+2	3,052E-6	3,081E-7	-7,153E-6	4,717E-7	7,777E-6	5,634E-7	-1,167E+0	-1,407E-1
8,109E+1	1,136E-1	2,912E+2	3,240E-6	4,848E-7	-6,585E-6	3,607E-7	7,339E-6	6,043E-7	-1,114E+0	-1,774E-1
8,109E+1	1,136E-1	2,915E+2	2,860E-6	4,657E-7	-7,270E-6	4,675E-7	7,812E-6	6,599E-7	-1,196E+0	-2,094E-1
8,109E+1	1,136E-1	2,918E+2	2,553E-6	5,057E-7	-7,005E-6	4,969E-7	7,456E-6	7,090E-7	-1,221E+0	-2,570E-1
8,109E+1	1,136E-1	2,920E+2	3,107E-6	6,672E-7	-5,520E-6	5,400E-7	6,335E-6	8,584E-7	-1,058E+0	-2,497E-1
8,109E+1	1,136E-1	2,922E+2	2,395E-6	5,068E-7	-6,638E-6	6,102E-7	7,056E-6	7,932E-7	-1,225E+0	-2,825E-1
8,109E+1	1,136E-1	2,925E+2	2,662E-6	5,788E-7	-5,478E-6	6,998E-7	6,090E-6	9,082E-7	-1,118E+0	-2,820E-1
8,109E+1	1,136E-1	2,928E+2	2,882E-6	8,790E-7	-5,345E-6	1,149E-6	6,073E-6	1,446E-6	-1,076E+0	-4,015E-1
8,109E+1	1,136E-1	2,930E+2	1,825E-6	1,191E-6	-4,202E-6	9,595E-7	4,582E-6	1,529E-6	-1,161E+0	-8,027E-1
8,109E+1	1,136E-1	2,932E+2	3,257E-6	1,206E-6	-5,138E-6	1,001E-6	6,083E-6	1,568E-6	-1,006E+0	-4,209E-1
8,109E+1	1,136E-1	2,935E+2	1,810E-6	1,753E-6	-7,747E-6	1,246E-6	7,956E-6	2,151E-6	-1,341E+0	-1,317E+0
8,109E+1	1,136E-1	2,938E+2	4,870E-6	1,430E-6	-1,015E-5	2,175E-6	1,126E-5	2,603E-6	-1,123E+0	-4,084E-1
8,109E+1	1,136E-1	2,940E+2	8,425E-7	3,100E-6	-8,510E-6	2,062E-6	8,552E-6	3,723E-6	-1,472E+0	-5,428E+0
8,109E+1	1,136E-1	2,942E+2	5,775E-6	3,569E-6	-8,048E-6	3,388E-6	9,905E-6	4,922E-6	-9,483E-1	-7,092E-1
8,109E+1	1,136E-1	2,945E+2	-7,750E-8	3,344E-6	2,978E-6	3,225E-6	2,979E-6	4,646E-6	1,597E+0	6,892E+1
8,109E+1	1,136E-1	2,948E+2	2,125E-6	3,028E-6	-3,335E-6	3,548E-6	3,954E-6	4,665E-6	-1,003E+0	-1,785E+0
8,109E+1	1,136E-1	2,950E+2	1,160E-6	3,022E-6	-4,290E-6	3,221E-6	4,444E-6	4,417E-6	-1,307E+0	-3,543E+0
8,109E+1	1,136E-1	2,952E+2	5,510E-6	2,095E-6	-3,297E-6	2,455E-6	6,421E-6	3,227E-6	-5,393E-1	-4,508E-1
8,109E+1	1,136E-1	2,955E+2	2,450E-7	1,761E-6	-4,690E-6	1,748E-6	4,696E-6	2,481E-6	-1,519E+0	-1,093E+1
8,109E+1	1,136E-1	2,958E+2	2,975E-7	1,424E-6	-5,708E-6	1,277E-6	5,715E-6	1,913E-6	-1,519E+0	-7,278E+0
8,109E+1	1,136E-1	2,960E+2	3,038E-6	1,061E-6	-4,438E-6	9,681E-7	5,378E-6	1,437E-6	-9,705E-1	-3,998E-1
8,109E+1	1,136E-1	2,962E+2	2,903E-6	7,931E-7	-4,865E-6	9,421E-7	5,665E-6	1,232E-6	-1,033E+0	-3,459E-1
8,109E+1	1,136E-1	2,965E+2	2,223E-6	9,288E-7	-5,228E-6	7,369E-7	5,680E-6	1,186E-6	-1,169E+0	-5,155E-1
8,109E+1	1,136E-1	2,968E+2	1,485E-6	5,577E-7	-5,062E-6	5,566E-7	5,276E-6	7,880E-7	-1,285E+0	-5,031E-1
8,109E+1	1,136E-1	2,970E+2	2,870E-6	5,638E-7	-4,662E-6	5,320E-7	5,475E-6	7,751E-7	-1,019E+0	-2,315E-1
8,109E+1	1,136E-1	2,972E+2	2,047E-6	5,774E-7	-4,168E-6	3,974E-7	4,643E-6	7,009E-7	-1,114E+0	-3,317E-1
8,109E+1	1,136E-1	2,975E+2	1,930E-6	4,516E-7	-4,818E-6	5,295E-7	5,190E-6	6,960E-7	-1,190E+0	-3,076E-1
8,109E+1	1,136E-1	2,978E+2	1,608E-6	5,193E-7	-4,783E-6	5,112E-7	5,045E-6	7,287E-7	-1,247E+0	-4,242E-1
8,109E+1	1,136E-1	2,980E+2	1,643E-6	6,329E-7	-4,378E-6	5,151E-7	4,676E-6	8,160E-7	-1,212E+0	-4,882E-1
8,109E+1	1,136E-1	2,982E+2	1,722E-6	5,457E-7	-4,835E-6	6,367E-7	5,133E-6	8,385E-7	-1,229E+0	-4,215E-1
8,109E+1	1,136E-1	2,985E+2	1,828E-6	6,015E-7	-3,975E-6	9,100E-7	4,375E-6	1,091E-6	-1,140E+0	-4,570E-1
8,110E+1	1,238E-1	2,612E+2	1,313E-1	9,037E-2	6,566E-2	6,565E-2	1,468E-1	1,117E-1	4,637E-1	5,629E-1
8,110E+1	1,238E-1	2,615E+2	-1,788E-6	8,796E-7	5,737E-6	5,042E-7	6,009E-6	1,014E-6	1,873E+0	9,361E-1
8,110E+1	1,238E-1	2,618E+2	-1,960E-6	6,936E-7	6,185E-6	7,584E-7	6,488E-6	1,028E-6	1,878E+0	7,032E-1
8,110E+1	1,238E-1	2,620E+2	7,150E-7	5,168E-7	8,995E-6	3,341E-7	9,023E-6	6,154E-7	1,491E+0	1,079E+0
8,110E+1	1,238E-1	2,622E+2	-1,512E-6	7,305E-7	5,918E-6	6,922E-7	6,108E-6	1,006E-6	1,821E+0	9,049E-1
8,110E+1	1,238E-1	2,625E+2	-1,890E-6	6,021E-7	6,138E-6	6,226E-7	6,422E-6	8,661E-7	1,870E+0	6,250E-1
8,110E+1	1,238E-1	2,628E+2	-2,438E-6	5,727E-7	5,732E-6	5,231E-7	6,229E-6	7,756E-7	1,973E+0	4,972E-1
8,110E+1	1,238E-1	2,630E+2	-2,818E-6	6,024E-7	5,985E-6	5,582E-7	6,615E-6	8,213E-7	2,011E+0	4,690E-1
8,110E+1	1,238E-1	2,632E+2	-1,910E-6	5,926E-7	5,795E-6	5,759E-7	6,102E-6	8,263E-7	1,889E+0	6,155E-1
8,110E+1	1,238E-1	2,635E+2	-1,847E-6	5,538E-7	6,218E-6	5,842E-7	6,486E-6	8,050E-7	1,860E+0	5,842E-1
8,110E+1	1,238E-1	2,638E+2	-1,743E-6	5,208E-7	6,813E-6	4,762E-7	7,032E-6	7,057E-7	1,821E+0	5,591E-1
8,110E+1	1,238E-1	2,640E+2	-8,525E-7	3,479E-7	6,545E-6	6,085E-7	6,600E-6	7,010E-7	1,700E+0	7,117E-1
8,110E+1	1,238E-1	2,642E+2	-2,127E-6	4,321E-7	7,177E-6	5,233E-7	7,486E-6	6,786E-7	1,859E+0	4,012E-1
8,110E+1	1,238E-1	2,645E+2	-1,958E-6	4,983E-7	6,895E-6	4,694E-7	7,167E-6	6,846E-7	1,847E+0	4,868E-1
8,110E+1	1,238E-1	2,648E+2	-2,092E-6	4,413E-7	6,722E-6	4,764E-7	7,041E-6	6,494E-7	1,873E+0	4,166E-1
8,110E+1	1,238E-1	2,650E+2	-2,250E-6	3,390E-7	6,802E-6	4,496E-7	7,165E-6	5,631E-7	1,890E+0	3,110E-1
8,110E+1	1,238E-1	2,652E+2	-2,215E-6	4,274E-7	6,993E-6	4,179E-7	7,335E-6	5,978E-7	1,878E+0	3,793E-1
8,110E+1	1,238E-1	2,655E+2	-2,442E-6	4,330E-7	7,830E-6	3,916E-7	8,202E-6	5,838E-7	1,873E+0	3,450E-1
8,110E+1	1,238E-1	2,658E+2	-2,338E-6	3,772E-7	7,278E-6	4,175E-7	7,644E-6	5,627E-7	1,882E+0	3,222E-1
8,110E+1	1,238E-1	2,660E+2	-2,733E-6	3,831E-7	7,495E-6	4,000E-7	7,978E-6	5,539E-7	1,920E+0	2,881E-1
8,110E+1	1,238E-1	2,662E+2	-2,293E-6	3,656E-7	7,828E-6	3,512E-7	8,156E-6	5,069E-7	1,856E+0	3,075E-1
8,110E+1	1,238E-1	2,665E+2	-2,515E-6	3,286E-7	8,093E-6	3,623E-7	8,474E-6	4,891E-7	1,872E+0	2,586E-1
8,110E+1	1,238E-1	2,668E+2	-2,040E-6	3,801E-7	8,312E-6	2,586E-7	8,559E-6	4,598E-7	1,811E+0	3,422E-1
8,110E+1	1,238E-1	2,670E+2	-3,732E-6	1,821E-7	7,560E-6	2,213E-7	8,431E-6	2,866E-7	2,029E+0	1,155E-1
8,110E+1	1,238E-1	2,672E+2	-2,640E-6	3,241E-7	8,765E-6	3,052E-7	9,154E-6	4,451E-7	1,863E+0	2,378E-1
8,110E+1	1,238E-1	2,675E+2	-2,760E-6	2,717E-7	8,740E-6	3,291E-7	9,165E-6	4,268E-7	1,877E+0	1,978E-1
8,110E+1	1,238E-1	2,678E+2	-2,493E-6	3,141E-7	9,030E-6	2,652E-7	9,368E-6	4,111E-7	1,840E+0	2,381E-1
8,110E+1	1,238E-1	2,680E+2	-2,343E-6	3,446E-7	9,233E-6	3,326E-7	9,525E-6	4,789E-7	1,819E+0	2,756E-1
8,110E+1	1,238E-1	2,682E+2	-2,477E-6	3,108E-7	9,558E-6	3,378E-7	9,873E-6	4,590E-7	1,824E+0	2,378E-1
8,110E+1	1,238E-1	2,685E+2	-2,715E-6	2,521E-7	9,697E-6	2,937E-7	1,007E-5	3,871E-7	1,844E+0	1,801E-1
8,110E+1	1,238E-1	2,688E+2	-2,625E-6	2,181E-7	1,020E-5	2,519E-7	1,053E-5	3,332E-7	1,823E+0	1,580E-1
8,110E+1	1,238E-1	2,690E+2	-3,045E-6	2,956E-7	1,047E-5	2,797E-7	1,091E-5	4,070E-7	1,854E+0	1,866E-1
8,110E+1	1,238E-1	2,692E+2	-2,570E-6	2,153E-7	1,059E-5	2,951E-7	1,090E-5	3,653E-7	1,809E+0	1,597E-1
8,110E+1	1,238E-1	2,695E+2	-2,532E-6	2,643E-7	1,082E-5	2,773E-7	1,111E-5	3,831E-7	1,801E+0	1,935E-1
8,110E+1	1,238E-1	2,698E+2	-2,770E-6	2,944E-7	1,097E-5	2,205E-7	1,132E-5	3,678E-7	1,818E+0	1,966E-1
8,110E+1	1,238E-1	2,700E+2	-2,570E-6	2,626E-7	1,119E-5	2,745E-7	1,148E-5	3,799E-7	1,797E+0	1,888E-1
8,110E+1	1,238E-1	2,702E+2	-3,270E-6	2,927E-7	1,168E-5	2,725E-7	1,213E-5	3,999E-7	1,844E+0	1,705E-1
8,110E+1	1,238E-1	2,705E+2	-3,100E-6	2,439E-7	1,222E-5	2,151E-7	1,261E-5	3,252E-7	1,819E+0	1,467E-1
8,110E+1	1,238E-1	2,708E+2	-2,845E-6	3,050E-7	1,257E-5	2,687E-7	1,289E-5	4,065E-7	1,793E+0	1,960E-1
8,110E+1	1,238E-1	2,710E+2	-3,538E-6	1,813E-7	1,336E-5	2,270E-7	1,382E-5	2,905E-7	1,830E+0	9,880E-2
8,110E+1	1,238E-1	2,712E+2	-2,767E-6	2,910E-7	1,369E-5	2,289E-7	1,396E-5	3,702E-7	1,770E+0	1,885E-1
8,110E+1	1,238E-1	2,715E+2	-3,128E-6	2,410E-7	1,412E-5	2,362E-7	1,447E-5	3,375E-7	1,789E+0	1,410E-1
8,110E+1	1,238E-1	2,718E+2	-2,905E-6	2,445E-7	1,437E-5	2,226E-7	1,466E-5	3,307E-7	1,770E+0	1,515E-1
8,110E+1	1,238E-1	2,720E+2	-3,190E-6	2,146E-7	1,500E-5	3,096E-7	1,534E-5	3,767E-7	1,780E+0	1,253E-1
8,110E+1	1,238E-1	2,722E+2	-3,372E-6	2,934E-7	1,568E-5	2,988E-7	1,604E-5	4,188E-7	1,783E+0	1,587E-1
8,110E+1	1,238E-1	2,725E+2	-3,210E-6	2,628E-7	1,649E-5	3,147E-7	1,680E-5	4,100E-7	1,763E+0	1,482E-1
8,110E+1	1,238E-1	2,728E+2	-3,465E-6	2,573E-7	1,675E-5	2,860E-7	1,710E-5	3,847E-7	1,775E+0	1,352E-1
8,110E+1	1,238E-1	2,730E+2	-2,815E-6	2,072E-7	1,794E-5	2,499E-7	1,816E-5	3,247E-7	1,726E+0	1,294E-1
8,110E+1	1,238E-1	2,732E+2	-3,250E-6	3,727E-7	1,860E-5	3,469E-7	1,888E-5	5,092E-7	1,744E+0	2,026E-1
8,110E+1	1,238E-1	2,735E+2	-2,253E-6	3,421E-7	1,986E-5	3,404E-7	1,999E-5	4,826E-7	1,684E+0	2,573E-1
8,110E+1	1,238E-1	2,738E+2	-2,575E-6	2,570E-7	2,107E-5	4,392E-7	2,122E-5	5,089E-7	1,692E+0	1,726E-1
8,110E+1	1,238E-1	2,740E+2	-2,285E-6	4,169E-7	2,159E-5	3,649E-7	2,171E-5	5,540E-7	1,676E+0	3,071E-1
8,110E+1	1,238E-1	2,742E+2	-3,078E-6	3,791E-7	2,377E-5	3,303E-7	2,397E-5	5,028E-7	1,700E+0	2,107E-1
8,110E+1	1,238E-1	2,745E+2	-2,805E-6	3,225E-7	2,501E-5	2,948E-7	2,517E-5	4,369E-7	1,682E+0	1,944E-1
8,110E+1	1,238E-1	2,748E+2	-2,215E-6	3,326E-7	2,689E-5	4,366E-7	2,698E-5	5,489E-7	1,653E+0	2,497E-1
8,110E+1	1,238E-1	2,750E+2	-5,850E-7	4,119E-7	2,859E-5	2,586E-7	2,859E-5	4,864E-7	1,591E+0	1,121E+0
8,110E+1	1,238E-1	2,752E+2	1,725E-7	3,734E-7	3,126E-5	4,681E-7	3,126E-5	5,988E-7	1,565E+0	3,389E+0
8,110E+1	1,238E-1	2,755E+2	-3,650E-7	5,258E-7	3,325E-5	4,544E-7	3,326E-5	6,949E-7	1,582E+0	2,279E+0
8,110E+1	1,238E-1	2,758E+2	2,250E-6	4,710E-7	3,697E-5	3,990E-7	3,703E-5	6,173E-7	1,510E+0	3,165E-1
8,110E+1	1,238E-1	2,760E+2	3,852E-6	7,049E-7	3,951E-5	6,285E-7	3,969E-5	9,444E-7	1,474E+0	2,706E-1
8,110E+1	1,238E-1	2,762E+2	5,175E-6	5,229E-7	4,366E-5	6,242E-7	4,396E-5	8,143E-7	1,453E+0	1,483E-1
8,110E+1	1,238E-1	2,765E+2	1,044E-5	6,937E-7	4,818E-5	5,816E-7	4,930E-5	9,053E-7	1,357E+0	9,162E-2
8,110E+1	1,238E-1	2,768E+2	1,470E-5	7,491E-7	5,042E-5	5,766E-7	5,252E-5	9,453E-7	1,287E+0	6,722E-2
8,110E+1	1,238E-1	2,770E+2	2,329E-5	8,924E-7	5,562E-5	6,429E-7	6,030E-5	1,100E-6	1,174E+0	4,699E-2
8,110E+1	1,238E-1	2,772E+2	3,395E-5	9,426E-7	5,999E-5	5,944E-7	6,893E-5	1,114E-6	1,056E+0	3,112E-2
8,110E+1	1,238E-1	2,775E+2	4,525E-5	1,091E-6	5,903E-5	9,822E-7	7,438E-5	1,468E-6	9,168E-1	2,686E-2
8,110E+1	1,238E-1	2,778E+2	5,811E-5	1,433E-6	5,579E-5	9,248E-7	8,056E-5	1,705E-6	7,651E-1	2,273E-2
8,110E+1	1,238E-1	2,780E+2	7,475E-5	1,067E-6	4,249E-5	1,271E-6	8,598E-5	1,660E-6	5,169E-1	1,714E-2
8,110E+1	1,238E-1	2,782E+2	8,299E-5	1,228E-6	2,325E-5	1,194E-6	8,618E-5	1,713E-6	2,731E-1	1,460E-2
8,110E+1	1,238E-1	2,785E+2	8,252E-5	9,039E-7	6,400E-6	1,302E-6	8,277E-5	1,585E-6	7,740E-2	1,577E-2
8,110E+1	1,238E-1	2,788E+2	7,515E-5	1,217E-6	-7,255E-6	1,491E-6	7,550E-5	1,925E-6	-9,624E-2	-1,984E-2
8,110E+1	1,238E-1	2,790E+2	6,775E-5	9,269E-7	-1,880E-5	9,272E-7	7,031E-5	1,311E-6	-2,707E-1	-1,385E-2
8,110E+1	1,238E-1	2,792E+2	5,809E-5	1,038E-6	-2,383E-5	1,008E-6	6,279E-5	1,447E-6	-3,893E-1	-1,788E-2
8,110E+1	1,238E-1	2,795E+2	4,794E-5	8,681E-7	-2,668E-5	8,686E-7	5,486E-5	1,228E-6	-5,078E-1	-1,892E-2
8,110E+1	1,238E-1	2,798E+2	4,051E-5	1,021E-6	-2,627E-5	8,844E-7	4,828E-5	1,351E-6	-5,754E-1	-2,420E-2
